
. Module name, SLE, CFG, ARI1, BUFFER, MACC, RAM1K18, RAM64X18, GLOBAL, IO
.	.	.	.	. Edge_Detect, 7, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. Edge_Detect_0, 7, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. Edge_Detect_1, 7, 1, 0, 0, 0, 0, 0, 0, 0
.	. CoreAPB3, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	. m2s010_som_CommsFPGA_CCC_0_FCCC, 0, 0, 0, 0, 0, 0, 0, 3, 0
.	. m2s010_som_sb, 126, 92, 14, 0, 0, 0, 0, 6, 65
.	.	. CoreConfigP, 74, 65, 0, 0, 0, 0, 0, 0, 0
.	.	. CoreResetP, 50, 17, 14, 0, 0, 0, 0, 2, 0
.	.	. m2s010_som_sb_CCC_0_FCCC, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	. m2s010_som_sb_FABOSC_0_OSC, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	. m2s010_som_sb_MSS, 2, 10, 0, 0, 0, 0, 0, 2, 65
.	. syn_identify_core0_0, 748, 563, 38, 0, 0, 15, 0, 4, 0
.	.	. IICE_x, 700, 546, 38, 0, 0, 15, 0, 2, 0
.	.	.	. b11_OFWNT9s_8tZ_Z3_x, 294, 135, 24, 0, 0, 15, 0, 0, 0
.	.	.	.	. b11_SoWyP0zEFKY_Z2_x_0, 59, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b13_vFW_xNywD_EdR_64s_12s_4096s_0s_x_0, 0, 0, 0, 0, 0, 15, 0, 0, 0
.	.	.	.	. b19_nczQ_DYg_YFaRM_oUoP_28s_1s_x_0, 28, 29, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b19_nczQ_DYg_YFaRM_oUoP_32s_1s_x_0, 32, 33, 0, 0, 0, 0, 0, 0, 0
.	.	.	. b3_uKr_x, 0, 21, 2, 0, 0, 0, 0, 0, 0
.	.	.	. b7_OCByLXC_Z1_x_0, 169, 80, 12, 0, 0, 0, 0, 2, 0
.	.	.	.	. b8_nR_ymqrG_12s_5s_0_0s_0s_1_2046_x_0, 36, 4, 0, 0, 0, 0, 0, 1, 0
.	.	.	.	. clock2_en_reg_en_5s_x_0, 13, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	. b8_PfFzrNYI_x_0, 178, 310, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b13_PSyil9s1fkJ_L_x_0, 4, 309, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b15_CRGcTCua_eH4_wX_x_0, 4, 19, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b9_O2yyf_fG2_x_0_0, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b9_O2yyf_fG2_x_1_0, 0, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b9_O2yyf_fG2_x_2_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b9_O2yyf_fG2_x_3_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. b9_O2yyf_fG2_x_4_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_0_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_10_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_11_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_12_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_13_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_14_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_15_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_16_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_17_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_18_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_19_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_1_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_20_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_21_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_22_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_23_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_24_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_25_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_26_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_27_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_28_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_29_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_2_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_30_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_31_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_32_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_33_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_34_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_35_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_36_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_37_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_38_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_39_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_3_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_40_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_41_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_42_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_43_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_44_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_45_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_46_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_47_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_48_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_49_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_4_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_50_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_51_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_52_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_53_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_54_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_55_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_56_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_57_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_5_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_6_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_7_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_8_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. b8_1LbcQDr1_x_9_0, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. b5_nvmFL_174s_x_0, 174, 1, 0, 0, 0, 0, 0, 0, 0
.	.	. comm_block_x, 48, 17, 0, 0, 0, 0, 0, 2, 0
.	.	.	. b16_Rcmi_qlx9_yHpm7y_6s_1s_0s_0s_8s_0s_0s_1s_6s_7s_x_0, 16, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	. b9_ORbIwXaEF_32s_2494175675_0s_x_0, 32, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	. jtag_interface_x_0, 0, 9, 0, 0, 0, 0, 0, 2, 0
